sample,qid,runtime
0,Q1,1.1469709873199463
0,Q2,1.3705275058746338
0,Q3,2.237419366836548
0,Q4,1.9354264736175537
0,Q5,8.816224813461304
0,Q6,0.07653117179870605
0,Q7,0.319350004196167
0,Q8,0.11360645294189453
0,Q9,1.8479139804840088
0,Q10,1.221862554550171
0,Q11,1.4581553936004639
0,Q12,0.04103994369506836
0,Q13,0.014151811599731445
0,Q14,0.685126781463623
0,Q15,0.1629619598388672
0,Q16,0.7189691066741943
0,Q17,2.94331955909729
0,Q18,1.7723641395568848
0,Q19,0.15782403945922852
0,Q20,0.028598546981811523
0,Q21,1.4048974514007568
0,Q22,1.108320713043213
0,Q23,2.2400851249694824
0,Q24,0.09813594818115234
0,Q25,4.666512489318848
0,Q26,0.37578606605529785
0,Q27,5.4455726146698
0,Q28,0.5702948570251465
0,Q29,1.152592420578003
0,Q30,0.5443296432495117
0,Q31,5.932457447052002
0,Q32,0.08386754989624023
0,Q33,0.109527587890625
0,Q34,0.027121305465698242
0,Q35,0.009701967239379883
0,Q36,0.5456581115722656
0,Q37,0.3838655948638916
0,Q38,0.8558623790740967
0,Q39,0.3312687873840332
0,Q40,0.13112664222717285
0,Q41,0.2598001956939697
0,Q42,0.41935038566589355
0,Q43,0.13428378105163574
0,Q44,0.12576866149902344
0,Q45,0.08032560348510742
0,Q46,0.4170064926147461
0,Q47,0.5128095149993896
0,Q48,0.9912445545196533
0,Q49,0.5403790473937988
0,Q50,6.4788148403167725
0,Q51,0.8559379577636719
0,Q52,1.8695573806762695
0,Q53,1.8149807453155518
0,Q54,4.487289667129517
0,Q55,0.0849459171295166
0,Q56,0.23885059356689453
0,Q57,0.08875441551208496
0,Q58,3.691145420074463
0,Q59,2.130380868911743
0,Q60,0.7617490291595459
0,Q61,0.06498384475708008
0,Q62,0.01572585105895996
0,Q63,0.29287195205688477
0,Q64,0.07336688041687012
0,Q65,0.19325637817382812
0,Q66,4.048266410827637
0,Q67,3.7555618286132812
0,Q68,0.041784048080444336
0,Q69,0.01417231559753418
0,Q70,0.5159907341003418
0,Q71,0.9482152462005615
0,Q72,1.4457790851593018
0,Q73,0.2814648151397705
0,Q74,3.6767849922180176
0,Q75,2.7919747829437256
0,Q76,3.520714282989502
0,Q77,0.16402125358581543
0,Q78,0.773491382598877
0,Q79,0.575965166091919
0,Q80,1.152148723602295
0,Q81,0.10882282257080078
0,Q82,0.08779168128967285
0,Q83,0.025600671768188477
0,Q84,0.013845205307006836
0,Q85,0.47175121307373047
0,Q86,0.41565394401550293
0,Q87,0.8433306217193604
0,Q88,0.19301199913024902
0,Q89,0.13095903396606445
0,Q90,0.298858642578125
0,Q91,0.381364107131958
0,Q92,0.20715546607971191
0,Q93,0.718026876449585
0,Q94,0.21348285675048828
0,Q95,0.24523019790649414
0,Q96,0.26300668716430664
0,Q97,0.46674680709838867
0,Q98,0.3980834484100342
0,total,108.89796662330627
1,Q1,0.9958333969116211
1,Q2,0.9387190341949463
1,Q3,1.913646936416626
1,Q4,1.836319923400879
1,Q5,4.227245807647705
1,Q6,0.03737068176269531
1,Q7,0.10750627517700195
1,Q8,0.09060549736022949
1,Q9,1.496666669845581
1,Q10,1.0214920043945312
1,Q11,1.4122874736785889
1,Q12,0.009649038314819336
1,Q13,0.013825654983520508
1,Q14,0.43947434425354004
1,Q15,0.05162453651428223
1,Q16,0.46481895446777344
1,Q17,2.1821401119232178
1,Q18,1.7652106285095215
1,Q19,0.03633403778076172
1,Q20,0.025365352630615234
1,Q21,0.5565512180328369
1,Q22,0.5580277442932129
1,Q23,1.4086010456085205
1,Q24,0.021439552307128906
1,Q25,4.325361967086792
1,Q26,0.35152626037597656
1,Q27,5.355494022369385
1,Q28,0.325394868850708
1,Q29,0.7538959980010986
1,Q30,0.5455613136291504
1,Q31,2.919044256210327
1,Q32,0.04817485809326172
1,Q33,0.0495753288269043
1,Q34,0.010917425155639648
1,Q35,0.007803916931152344
1,Q36,0.40983009338378906
1,Q37,0.3772621154785156
1,Q38,0.6979281902313232
1,Q39,0.15019488334655762
1,Q40,0.12632203102111816
1,Q41,0.19833040237426758
1,Q42,0.2281050682067871
1,Q43,0.13387084007263184
1,Q44,0.07373404502868652
1,Q45,0.07814979553222656
1,Q46,0.16739320755004883
1,Q47,0.2544238567352295
1,Q48,0.6111998558044434
1,Q49,0.5341274738311768
1,Q50,6.454885482788086
1,Q51,0.7082424163818359
1,Q52,1.862043857574463
1,Q53,1.8065886497497559
1,Q54,3.586016893386841
1,Q55,0.0502781867980957
1,Q56,0.1050255298614502
1,Q57,0.08873724937438965
1,Q58,2.8784003257751465
1,Q59,0.9732849597930908
1,Q60,0.7617886066436768
1,Q61,0.010438680648803711
1,Q62,0.015476703643798828
1,Q63,0.2711925506591797
1,Q64,0.044846296310424805
1,Q65,0.09500312805175781
1,Q66,3.575418710708618
1,Q67,3.154719591140747
1,Q68,0.033226966857910156
1,Q69,0.013318777084350586
1,Q70,0.5085961818695068
1,Q71,0.925654411315918
1,Q72,1.418790340423584
1,Q73,0.2653172016143799
1,Q74,3.6385996341705322
1,Q75,2.6915628910064697
1,Q76,3.5287842750549316
1,Q77,0.14623665809631348
1,Q78,0.7965865135192871
1,Q79,0.6140592098236084
1,Q80,1.0774633884429932
1,Q81,0.06624722480773926
1,Q82,0.09851384162902832
1,Q83,0.013888120651245117
1,Q84,0.009646415710449219
1,Q85,0.5210747718811035
1,Q86,0.47055768966674805
1,Q87,0.7918133735656738
1,Q88,0.1583709716796875
1,Q89,0.14286518096923828
1,Q90,0.29891371726989746
1,Q91,0.29400205612182617
1,Q92,0.18642354011535645
1,Q93,0.3011181354522705
1,Q94,0.22199773788452148
1,Q95,0.1486680507659912
1,Q96,0.2840738296508789
1,Q97,0.3975791931152344
1,Q98,0.3594541549682617
1,total,87.21017026901245
2,Q1,1.0261266231536865
2,Q2,0.969123363494873
2,Q3,2.0430455207824707
2,Q4,1.9745228290557861
2,Q5,4.747006416320801
2,Q6,0.04287314414978027
2,Q7,0.12008094787597656
2,Q8,0.10110020637512207
2,Q9,1.560638189315796
2,Q10,1.0592710971832275
2,Q11,1.6339757442474365
2,Q12,0.010167360305786133
2,Q13,0.014738321304321289
2,Q14,0.4739415645599365
2,Q15,0.05793261528015137
2,Q16,0.49252748489379883
2,Q17,2.2850193977355957
2,Q18,1.8498153686523438
2,Q19,0.044573307037353516
2,Q20,0.02730536460876465
2,Q21,0.5755801200866699
2,Q22,0.6311428546905518
2,Q23,1.4190280437469482
2,Q24,0.024431467056274414
2,Q25,4.3380091190338135
2,Q26,0.3716757297515869
2,Q27,5.547915935516357
2,Q28,0.34336137771606445
2,Q29,0.7927124500274658
2,Q30,0.572415828704834
2,Q31,3.304767608642578
2,Q32,0.048723697662353516
2,Q33,0.05962705612182617
2,Q34,0.011553764343261719
2,Q35,0.00816965103149414
2,Q36,0.46904850006103516
2,Q37,0.42920589447021484
