step,idxlist,knobs,time_since_start,runtime0,runtime1,runtime2
0,CREATE INDEX IDX_new_order_1 ON NEW_ORDER (NO_D_ID);,"district_fillfactor = 50,item_fillfactor = 10,stock_fillfactor = 70,history_fillfactor = 70,work_mem = 262144,order_line_fillfactor = 50",305.0,4477.5038145889675,4010.4903311088606,4008.942869609819
1,CREATE INDEX IDX_new_order_1 ON NEW_ORDER (NO_D_ID);,"history_fillfactor = 50,stock_fillfactor = 30,district_fillfactor = 20,hash_mem_multiplier = 1000,enable_parallel_hash = off,customer_fillfactor = 30",890.0,4379.203401463209,4452.237551577297,4412.627423028355
2,"CREATE INDEX IDX_district_2 ON DISTRICT (D_W_ID,D_ID);",item_fillfactor = 90,1150.0,3981.6880828186077,3638.6547862265165,3490.2572479411174
3,"CREATE INDEX IDX_district_2 ON DISTRICT (D_W_ID,D_ID);",item_fillfactor = 90,2114.0,3981.6880828186077,3638.6547862265165,3490.2572479411174
4,"CREATE INDEX IDX_oorder_10 ON OORDER (O_W_ID,O_D_ID,O_ID);,CREATE INDEX IDX_new_order_1 ON NEW_ORDER (NO_D_ID);","warehouse_fillfactor = 50,district_fillfactor = 10,stock_fillfactor = 40,order_line_fillfactor = 60,history_fillfactor = 50,maintenance_work_mem = 2097152",2780.0,4840.500081903261,4335.6685932162945,4198.9615317048465
5,"CREATE INDEX IDX_district_2 ON DISTRICT (D_W_ID,D_ID);",item_fillfactor = 90,3057.0,3981.6880828186077,3638.6547862265165,3490.2572479411174
6,"CREATE INDEX IDX_oorder_9 ON OORDER (O_ID,O_C_ID);,CREATE INDEX IDX_oorder_10 ON OORDER (O_W_ID,O_D_ID,O_ID);,CREATE INDEX IDX_new_order_1 ON NEW_ORDER (NO_D_ID);","stock_fillfactor = 70,oorder_fillfactor = 60,maintenance_work_mem = 32768,warehouse_fillfactor = 60,shared_buffers = '4GB',new_order_fillfactor = 70",3293.0,4670.29371457515,4685.313303923407,4537.062929487997
7,"CREATE INDEX IDX_district_2 ON DISTRICT (D_W_ID,D_ID);",item_fillfactor = 90,4104.0,3981.6880828186077,3638.6547862265165,3490.2572479411174
8,"CREATE INDEX IDX_district_2 ON DISTRICT (D_W_ID,D_ID);",item_fillfactor = 90,5060.0,3981.6880828186077,3638.6547862265165,3490.2572479411174
9,"CREATE INDEX IDX_district_2 ON DISTRICT (D_W_ID,D_ID);",item_fillfactor = 90,5968.0,3981.6880828186077,3638.6547862265165,3490.2572479411174
10,"CREATE INDEX IDX_district_2 ON DISTRICT (D_W_ID,D_ID);",item_fillfactor = 90,6891.0,3981.6880828186077,3638.6547862265165,3490.2572479411174
11,"CREATE INDEX IDX_district_2 ON DISTRICT (D_W_ID,D_ID);",item_fillfactor = 90,7816.0,3981.6880828186077,3638.6547862265165,3490.2572479411174
12,"CREATE INDEX IDX_district_2 ON DISTRICT (D_W_ID,D_ID);",item_fillfactor = 90,8926.0,3981.6880828186077,3638.6547862265165,3490.2572479411174
13,"CREATE INDEX IDX_district_2 ON DISTRICT (D_W_ID,D_ID);",item_fillfactor = 90,10013.0,3981.6880828186077,3638.6547862265165,3490.2572479411174
14,"CREATE INDEX IDX_district_2 ON DISTRICT (D_W_ID,D_ID);",item_fillfactor = 90,11093.0,3981.6880828186077,3638.6547862265165,3490.2572479411174
15,"CREATE INDEX IDX_district_2 ON DISTRICT (D_W_ID,D_ID);",item_fillfactor = 90,12045.0,3981.6880828186077,3638.6547862265165,3490.2572479411174
16,"CREATE INDEX IDX_district_2 ON DISTRICT (D_W_ID,D_ID);",item_fillfactor = 90,12999.0,3981.6880828186077,3638.6547862265165,3490.2572479411174
17,"CREATE INDEX IDX_district_2 ON DISTRICT (D_W_ID,D_ID);",item_fillfactor = 90,13987.0,3981.6880828186077,3638.6547862265165,3490.2572479411174
18,"CREATE INDEX IDX_district_2 ON DISTRICT (D_W_ID,D_ID);",item_fillfactor = 90,15099.0,3981.6880828186077,3638.6547862265165,3490.2572479411174
19,"CREATE INDEX IDX_district_2 ON DISTRICT (D_W_ID,D_ID);",item_fillfactor = 90,16348.0,3981.6880828186077,3638.6547862265165,3490.2572479411174
20,"CREATE INDEX IDX_district_2 ON DISTRICT (D_W_ID,D_ID);",item_fillfactor = 90,17319.0,3981.6880828186077,3638.6547862265165,3490.2572479411174
21,"CREATE INDEX IDX_district_2 ON DISTRICT (D_W_ID,D_ID);",item_fillfactor = 90,18304.0,3981.6880828186077,3638.6547862265165,3490.2572479411174
22,"CREATE INDEX IDX_district_2 ON DISTRICT (D_W_ID,D_ID);",item_fillfactor = 90,19587.0,3981.6880828186077,3638.6547862265165,3490.2572479411174
23,"CREATE INDEX IDX_district_2 ON DISTRICT (D_W_ID,D_ID);",item_fillfactor = 90,20543.0,3981.6880828186077,3638.6547862265165,3490.2572479411174
24,"CREATE INDEX IDX_district_2 ON DISTRICT (D_W_ID,D_ID);",item_fillfactor = 90,21612.0,3981.6880828186077,3638.6547862265165,3490.2572479411174
25,CREATE INDEX IDX_oorder_1 ON OORDER (O_D_ID);,"stock_fillfactor = 80,customer_fillfactor = 40,new_order_fillfactor = 70,temp_buffers = 10000,history_fillfactor = 70,shared_buffers = '4GB'",22303.0,6239.389612531343,5472.442644423132,5127.445905616611
26,"CREATE INDEX IDX_district_2 ON DISTRICT (D_W_ID,D_ID);",item_fillfactor = 90,22559.0,3981.6880828186077,3638.6547862265165,3490.2572479411174
27,"CREATE INDEX IDX_district_2 ON DISTRICT (D_W_ID,D_ID);",item_fillfactor = 90,23547.0,3981.6880828186077,3638.6547862265165,3490.2572479411174
28,"CREATE INDEX IDX_district_2 ON DISTRICT (D_W_ID,D_ID);",item_fillfactor = 90,24572.0,3981.6880828186077,3638.6547862265165,3490.2572479411174
29,"CREATE INDEX IDX_district_2 ON DISTRICT (D_W_ID,D_ID);",item_fillfactor = 90,25743.0,3981.6880828186077,3638.6547862265165,3490.2572479411174
30,"CREATE INDEX IDX_district_2 ON DISTRICT (D_W_ID,D_ID);",item_fillfactor = 90,26750.0,3981.6880828186077,3638.6547862265165,3490.2572479411174
31,"CREATE INDEX IDX_district_2 ON DISTRICT (D_W_ID,D_ID);",item_fillfactor = 90,27706.0,3981.6880828186077,3638.6547862265165,3490.2572479411174
32,"CREATE INDEX IDX_district_2 ON DISTRICT (D_W_ID,D_ID);",item_fillfactor = 90,28933.0,3981.6880828186077,3638.6547862265165,3490.2572479411174
33,"CREATE INDEX IDX_district_2 ON DISTRICT (D_W_ID,D_ID);",item_fillfactor = 90,28933.0,3981.6880828186077,3638.6547862265165,3490.2572479411174
34,"CREATE INDEX IDX_district_2 ON DISTRICT (D_W_ID,D_ID);",item_fillfactor = 90,28800.0,3981.6880828186077,3638.6547862265165,3490.2572479411174
