step,idxlist,knobs,time_since_start,runtime0,runtime1,runtime2
0,"CREATE INDEX IDX_order_line_7 ON ORDER_LINE (OL_D_ID,OL_O_ID);","item_fillfactor = 60,max_parallel_workers_per_gather = 100,order_line_fillfactor = 40,stock_fillfactor = 80,district_fillfactor = 90,oorder_fillfactor = 30",349.0,4796.93892423216,4456.575841160858,4273.622072695425
1,"CREATE INDEX IDX_order_line_7 ON ORDER_LINE (OL_D_ID,OL_O_ID);","order_line_fillfactor = 30,district_fillfactor = 60,history_fillfactor = 20,stock_fillfactor = 50,enable_hashjoin = off,effective_cache_size = 65536",1070.0,5201.410752922711,4884.20546202286,4572.692841906625
2,"CREATE INDEX IDX_district_2 ON DISTRICT (D_W_ID,D_ID);",item_fillfactor = 90,1070.0,4333.396785775158,3957.7786461898036,3818.867349973222
3,"CREATE INDEX IDX_order_line_7 ON ORDER_LINE (OL_D_ID,OL_O_ID);","district_fillfactor = 70,new_order_fillfactor = 60,item_fillfactor = 80,history_fillfactor = 30,max_worker_processes = 20,stock_fillfactor = 20",1461.0,4817.32565232094,4557.040536166066,4767.333033309174
4,"CREATE INDEX IDX_district_2 ON DISTRICT (D_W_ID,D_ID);",item_fillfactor = 90,2323.0,4333.396785775158,3957.7786461898036,3818.867349973222
5,"CREATE INDEX IDX_order_line_7 ON ORDER_LINE (OL_D_ID,OL_O_ID);,CREATE INDEX IDX_oorder_14 ON OORDER (O_W_ID,O_D_ID,O_ID,O_C_ID);","shared_buffers = '8GB',history_fillfactor = 80,order_line_fillfactor = 30,work_mem = 1024,max_parallel_workers = 4,new_order_fillfactor = 30",3305.0,4599.272686645077,4427.536637111773,4191.485987437653
6,"CREATE INDEX IDX_district_2 ON DISTRICT (D_W_ID,D_ID);",item_fillfactor = 90,3305.0,4333.396785775158,3957.7786461898036,3818.867349973222
7,"CREATE INDEX IDX_order_line_7 ON ORDER_LINE (OL_D_ID,OL_O_ID);,CREATE INDEX IDX_oorder_14 ON OORDER (O_W_ID,O_D_ID,O_ID,O_C_ID);","random_page_cost = 0,enable_hashjoin = off,seq_page_cost = 1000,stock_fillfactor = 20,max_parallel_workers = 4,enable_memoize = off",3670.0,4974.672746918645,4361.4002840641715,4113.277789252244
8,"CREATE INDEX IDX_oorder_12 ON OORDER (O_W_ID,O_ID,O_C_ID);,CREATE INDEX IDX_order_line_7 ON ORDER_LINE (OL_D_ID,OL_O_ID);,CREATE INDEX IDX_oorder_14 ON OORDER (O_W_ID,O_D_ID,O_ID,O_C_ID);","warehouse_fillfactor = 60,stock_fillfactor = 20,max_worker_processes = 4,max_parallel_workers_per_gather = 10,new_order_fillfactor = 40,shared_buffers = '8GB'",3934.0,5474.106266032987,5472.109871857284,5398.085884568594
9,"CREATE INDEX IDX_district_2 ON DISTRICT (D_W_ID,D_ID);",item_fillfactor = 90,4267.0,4333.396785775158,3957.7786461898036,3818.867349973222
10,"CREATE INDEX IDX_district_2 ON DISTRICT (D_W_ID,D_ID);",item_fillfactor = 90,5179.0,4333.396785775158,3957.7786461898036,3818.867349973222
11,"CREATE INDEX IDX_district_2 ON DISTRICT (D_W_ID,D_ID);",item_fillfactor = 90,6275.0,4333.396785775158,3957.7786461898036,3818.867349973222
12,"CREATE INDEX IDX_district_2 ON DISTRICT (D_W_ID,D_ID);",item_fillfactor = 90,7277.0,4333.396785775158,3957.7786461898036,3818.867349973222
13,"CREATE INDEX IDX_district_2 ON DISTRICT (D_W_ID,D_ID);",item_fillfactor = 90,8218.0,4333.396785775158,3957.7786461898036,3818.867349973222
14,"CREATE INDEX IDX_district_2 ON DISTRICT (D_W_ID,D_ID);",item_fillfactor = 90,9176.0,4333.396785775158,3957.7786461898036,3818.867349973222
15,"CREATE INDEX IDX_district_2 ON DISTRICT (D_W_ID,D_ID);",item_fillfactor = 90,10417.0,4333.396785775158,3957.7786461898036,3818.867349973222
16,"CREATE INDEX IDX_district_2 ON DISTRICT (D_W_ID,D_ID);",item_fillfactor = 90,11532.0,4333.396785775158,3957.7786461898036,3818.867349973222
17,"CREATE INDEX IDX_district_2 ON DISTRICT (D_W_ID,D_ID);",item_fillfactor = 90,12445.0,4333.396785775158,3957.7786461898036,3818.867349973222
18,"CREATE INDEX IDX_district_2 ON DISTRICT (D_W_ID,D_ID);",item_fillfactor = 90,13456.0,4333.396785775158,3957.7786461898036,3818.867349973222
19,"CREATE INDEX IDX_district_2 ON DISTRICT (D_W_ID,D_ID);",item_fillfactor = 90,14483.0,4333.396785775158,3957.7786461898036,3818.867349973222
20,"CREATE INDEX IDX_district_2 ON DISTRICT (D_W_ID,D_ID);",item_fillfactor = 90,15646.0,4333.396785775158,3957.7786461898036,3818.867349973222
21,"CREATE INDEX IDX_district_2 ON DISTRICT (D_W_ID,D_ID);",item_fillfactor = 90,16758.0,4333.396785775158,3957.7786461898036,3818.867349973222
22,"CREATE INDEX IDX_district_2 ON DISTRICT (D_W_ID,D_ID);",item_fillfactor = 90,17790.0,4333.396785775158,3957.7786461898036,3818.867349973222
23,"CREATE INDEX IDX_district_2 ON DISTRICT (D_W_ID,D_ID);",item_fillfactor = 90,18812.0,4333.396785775158,3957.7786461898036,3818.867349973222
24,"CREATE INDEX IDX_district_2 ON DISTRICT (D_W_ID,D_ID);",item_fillfactor = 90,19811.0,4333.396785775158,3957.7786461898036,3818.867349973222
25,"CREATE INDEX IDX_district_2 ON DISTRICT (D_W_ID,D_ID);",item_fillfactor = 90,20897.0,4333.396785775158,3957.7786461898036,3818.867349973222
26,"CREATE INDEX IDX_district_2 ON DISTRICT (D_W_ID,D_ID);",item_fillfactor = 90,21956.0,4333.396785775158,3957.7786461898036,3818.867349973222
27,"CREATE INDEX IDX_district_2 ON DISTRICT (D_W_ID,D_ID);",item_fillfactor = 90,23218.0,4333.396785775158,3957.7786461898036,3818.867349973222
28,"CREATE INDEX IDX_district_2 ON DISTRICT (D_W_ID,D_ID);",item_fillfactor = 90,24340.0,4333.396785775158,3957.7786461898036,3818.867349973222
29,"CREATE INDEX IDX_district_2 ON DISTRICT (D_W_ID,D_ID);",item_fillfactor = 90,25363.0,4333.396785775158,3957.7786461898036,3818.867349973222
